AC electromagnetic yoke
AC magnetisation
damping as absolute damping
damping coefficient
damping torque
dangerous zone
darkened area
decimal place
decision aid
decisive load
deck and double bottom
deck cargo
deck load
deck opening
deck part
deck structure
deck transverse
deep artificial defect
deep slot
default list of damage
defect evaluation
defect free area
defect size
defines constitutive material
definition of utilization factor
deflection curve
deflections of container
deformation and stress response
deformation of stiffener
degassing tank
degradation of functionality
degradation of performance
degree of freedom
degree of imperfection sensitivity
degree of slenderness
degrees of freedom
demand safety factor
demand torque
demand torque characteristic
depth direction
depth of propeller
depth of treatment
description of structural modelling
descriptions for Cm
descriptions of method
design criteria
design curve
design ice load
design intent
design intention
design limit
design load
design load combination
design load scenario
design of blade
design of propulsion
design parameter
design phase
design philosophy
design principle
design proposal
design tip relief
destructive examination
destructive examination of weld
destructive testing
destructive testing method
destructive testing of weld
detail design
detail design drawing
detail for fine mesh
detailed assessment
detailed fatigue
detailed fatigue analysis
detailed stress
detecting media
detecting medium
detection media
detection of imperfection
detection of surface
detection of transverse defect
detection sensitivity
deterioration of functional capability
determination of KH_
determination of Kv
determination of probe
detrimental effect
dew point
diagnostics of machine
diameter of axial
diameter of oil
diameter of push
diameter shaft
diesel engine
difference in angle
difference in attenuation
difference in fatigue strength
different buckling
different categories of casualty
different compartment
different equipment
different from acceptance
different imperfection
different location
different ship system
different ship type
different slenderness
different stress gradient
different technical discipline
different thickness
differential coil type
differs for endurance
digital Radiography
digital detector
dimensional beam model
dimensional buckling curve
dimensional modelling
dimensionless acceleration factor
dip lubrication
direct calculation
direct integration
direct strength analysis
direction of Fext
directional control
directional reflectivity
directional shear
disadvantage of tensile residual
discharge hose
discharge piping
discharge side
disciplinary work process
discontinuity of stress result
discrepancy between calculated draught
discrete number of cycle
dished end
displacement of container
display presentation
distance between main journal
distance between test object
distance voyage
distinct direction
distorted element
distribution system
door frame
double amplitude
double bottom
double bottom girder
double bottom structure
double helical gear
double helix
double image
double logarithmic _
double probe
dove tail
draft midship
draught
draught in way
draught limit
draught midship
drive motor
drop in membrane stiffness
dry and liquid cargo
dry blasting process
dry cargo in bulk
dry cargo ship
dry compressed air
dry particle
dry powder
dummy rod element
duplex stainless steel
dynamic behaviour
dynamic factor
dynamic ice load
dynamic load
dynamic load case
dynamic stiffness
dynamic stress
dynamic working
early phase
eccentric axial
echo amplitude
echo height
echo response
echo technique
echoes with amplitude
eddy current examination
eddy current method
eddy current testing
edge along y axis
edge and tip region
edge function
edge reinforcement
edge rounding
edge stiffener
edge stress ratio
editorial correction
effect analysis
effect of slack tank
effect of variable loading
effective axial stress
effective height of guide
effective hull
effective inflow angle
effective longitudinal element
effective mesh
effective plate breadth
effective radius
effective shear area
effective wake
effective wake variation
effective width
elastic FE analysis
elastic buckling
elastic buckling limit
elastic buckling load
elastic buckling stress
elastic column
elastic deflection
elastic deflection fsh
elastic plate
elastic plate buckling
elastic system
elastic torsional buckling
elasticity factor
electric motor
electric motor room
electrical equipment
electrical installation
electrical power
electromagnetic yoke
element
element accuracy
element centroid
element edge
element in order
element in ship
element mesh
element size
element strain
element to size
element torsional stiffness
element with axial
elementary plate panel
elements if material
elements in ship
elevated temperature
emergency fire pump
emergency situation
empirical expression
empirical factor
empirical formulation
empirical mean
empirical method
empty cargo compartment
emulsifiable penetrant
emulsifier contact time
endurance strength
energy method
engine damping
engine inertia
engine manufacturer
engine masses
engine room
engine speed
engine torque
engineering judgement
engineering strain
entire fillet
epicyclic gear
equal to element
equilibrium equation
equilibrium position
equilibrium position after damage
equipment
equipment Part
equipment axis
equipment letter
equipment manufacturer
equivalency principle
equivalent deck line
equivalent flange
equivalent flange thickness
equivalent ice stress
equivalent minimum yield
equivalent number of cycle
equivalent plate
equivalent radius of curvature
equivalent static stress
equivalent tip
equivalent tip relief
equivalent torsional stress
erroneous result
euler column
evaluation area
evaluation curve
evaluation level
evaluation method
evaluation mode
evaluation of container
evaluation of container securing
evaluation of fatigue test
evaluation of hazard
evaluation of safety
evaluation of severe wind
event of gas
eventual manual action
examination and operational Test
examination of weld
examples of cross section
exceedance diagram of ice
excessive sound path
excessive washing
excitation for axial vibration
expansion foam
experience with similar gear
experience with similar plant
expiry date
exposure time
exposures in accordance
extended testing
extension cable
extent of evaluation area
extent of manual action
extent of verification
exterior boundary
external diameter
external gear
external heeling moment
external lashing
external lashing system
external load
external pressure
extinguishing agent
extreme load
extreme wave
fabrication standard
faceload distribution
factor and reduction factor
factor for high cycle
factor for low cycle
factor for member
factor for surface roughness
factor for torsion
factors Y
factors etc
factors for diesel
factors for high cycle
factors in Sec
factors in crankshaft
factors on lubrication
failure in one steering
failure mechanism
failure mode
failure pressure coefficient
failure surface
fall lifeboat
fall lifeboat release system
fatigue
fatigue Test
fatigue analysis
fatigue assessment
fatigue breakage
fatigue calculation
fatigue criteria
fatigue damage
fatigue damage ratio
fatigue design
fatigue initiation
fatigue life
fatigue limit
fatigue property
fatigue strength
fatigue strength assessment
fatigue strength of induction
fatigue stress
